(Большевики, движение активно в, Россия)
(Германия, потеряла территорию в пользу, Сербия)
(Германия, потеряла территорию в пользу, Украина)
(Германия, союзник, Австро-Венгрия)
(Германия, союзник, Болгария)
(Италия, имеет столицу, Рим)
(Людендорф, командует армией, Германия)
(Россия, имеет столицу, Москва)
(Сербия, имеет столицу, Белград)
(Украина, имеет столицу, Киев)
(Фалькенгайн, командует армией, Германия)

(Британия, создавала, наземную армию)
(Британия, финансировала импорт, Событие)
(Верден, расположена в стране, Франция)
(Верден, служила опорным пунктом, Марнское сражение)
(Германия, обладала преимуществом, производство вооружений)
(Германия, сделала целью, поражение Франции)
(Импорт, проводился в, Соединенные Штаты)
(Немцы, обладали превосходством, в воздухе)
(Немцы, разрушили бы коммуникации, Верден)
(Немцы, создали выступ, У Сен-Мийеля)
(Россия, преодолела кризис, Событие)
(Совещание, произошло в локации, Шантийи)
(Союзники, созвали совещание, Событие)
(Фалькенгайн, понимал, главный враг — Британия)
(Франция, враждовала с, Британия)
(Франция, враждовала с, Германия)
(Франция, защищала, Верден)
(Французы, контратаковали, в неблагоприятных условиях)
(Французы, понесли потери, благодаря Жоффру)
(Шантийи, расположена в стране, Франция)



(Германия, имеет столицу, Берлин)
(Сражение за Верден, произошло в локации, Верден)
(Франция, враждовала с, Германия)
(Франция, имеет столицу, Париж)
(Франция, потеряла территорию в пользу, Германия)
(Франция, реализовал план, переброска войск по священной дороге)
(Франция, союзник, Великобритания)
(переброска войск по священной дороге, план повлиял на страну, Франция)

(Австрийская армия, армия принадлежит, Австрия)
(Австрия, враждовал с, Италия)
(Австрия, союзник, Центральные державы)
(Италия, враждовал с, Австрия)
(Итальянская армия, армия принадлежит, Италия)
(Конрад, воевал против, Италия)
(Конрад, командует армией, Австрийская армия)
(Наступление в Белоруссии, имело следствием, поражение русских)
(Наступление в Белоруссии, произошло в локации, Белоруссия)
(Наступление в Белоруссии, сторона конфликта, Германия)
(Наступление в Белоруссии, сторона конфликта, Россия)
(Наступление в Трентино, имело следствием, отступление австрийцев)
(Наступление в Трентино, произошло в локации, Трентино)
(Наступление в Трентино, сторона конфликта, Австрия)
(Наступление в Трентино, сторона конфликта, Италия)
(Немецкая армия, армия принадлежит, Германия)
(Русская армия, армия принадлежит, Россия)
(Трентино, расположена в стране, Италия)
(Фалькенгайн, воевал против, Италия)
(Фалькенгайн, воевал против, Россия)

(Британский Гранд-Флит, флот управляется, Великобритания)
(Британский Гранд-Флит, флот участвовал в, Первая мировая война)
(Генерал Смирнов, командует армией, русская армия)
(Михаил Лемке, состоит в, пресс-служба ставки)
(Озеро Нарочь, расположена в стране, Россия)
(Россия, враждовал с, Германия)
(Флот Тирпица, флот управляется, Германия)
(Флот Тирпица, флот участвовал в, Первая мировая война)

(Британская армия, армия принадлежит, Великобритания)
(Британский флот, флот управляется, Великобритания)
(Британский флот, флот участвовал в, Ютландское сражение)
(Британцы, союзник, Великобритания)
(Британцы, союзник, Франция)
(Германия, враждовал с, Великобритания)
(Германия, враждовал с, Франция)
(Германия, использовала технологию, Подводные лодки)
(Германский флот, флот управляется, Германия)
(Германский флот, флот участвовал в, Ютландское сражение)
(Германское адмиралтейство, организация, Германия)
(Дуглас Хейг, командует армией, Британская армия)
(Новая армия, план повлиял на страну, Франция)
(Франция, потеряла территорию в пользу, Германия)
(Франция, реализовал план, Новая армия)
(Франция, союзник, Великобритания)
(Французская армия, армия принадлежит, Франция)
(Шантийи, расположена в стране, Франция)
(Ютландское сражение, произошло в локации, Северное море)

(Амьен, расположена в стране, Франция)
(Битва на Сомме, произошло в локации, Сомма)
(Битва на Сомме, сторона конфликта, Великобритания)
(Битва на Сомме, сторона конфликта, Германия)
(Битва на Сомме, сторона конфликта, Франция)
(Британская армия, армия принадлежит, Великобритания)
(Британская армия, использовала технологию, артиллерия)
(Британская армия, использовала технологию, ползущий огневой вал)
(Дуглас Хейг, командует армией, Британская армия)
(Франция, союзник, Великобритания)
(Французская армия, армия принадлежит, Франция)

(Артобстрел, произошел в локации, Верден)
(Британцы, атаковали, немцев)
(Британцы, вышли из траншей, 1 июля)
(Британцы, использовали, железную дорогу)
(Британцы, использовали, фугасные снаряды)
(Британцы, использовали, шрапнель)
(Британцы, начали, артобстрел)
(Британцы, применяли, простейшую тактику)
(Железная_дорога, дорога использовалась для, военного конфликта)
(Немцы, окопались, на высотах)

(Битва на Сомме, использовала технологию, танки)
(Битва на Сомме, произошло в локации, Маметц)
(Битва на Сомме, сторона конфликта, Великобритания)
(Битва на Сомме, сторона конфликта, Германия)
(Битва на Сомме, сторона конфликта, Франция)
(Британская армия, армия принадлежит, Великобритания)
(Великобритания, враждовал с, Германия)
(Германская армия, армия принадлежит, Германия)
(Франция, враждовал с, Германия)
(Французская армия, армия принадлежит, Франция)
(Хейг, командует армией, британская армия)

(Британцы, применили, ползущий огневой вал)
(Британцы, прорвали, германский фронт)
(Герберт Джордж Уэллс, выдумал, Технология)
(К.С. Форрестер, написал, роман «Генерал»)
(Роман «Генерал», попытался разобраться в, менталитете старших офицеров)
(Сражение на Сомме, имело следствием, удар по моральному духу немцев)
(Сражение на Сомме, часть, Военный_конфликт)
(Технология, использовалась в, Военный_конфликт)
(Хейг, не использовал, бронетехнику)
(Хейг, продолжал, атаковать)
(Черчилль, проводил испытания, Технология)

(А.А. Брусилов, воевал против, Австро-Венгрия)
(А.А. Брусилов, командует армией, Юго-Западный фронт)

(Австрийская 4-я армия, армия принадлежит, Австро-Венгрия)
(Австро-Венгрия, сторона конфликта, Первая мировая война)
(Брусилов, командует армией, русская армия)
(Брусиловское наступление, имело следствием, поражение австрийской 4-й армии)
(Брусиловское наступление, произошло в локации, Верден)
(Брусиловское наступление, произошло в локации, Сомма)
(Брусиловское наступление, произошло в локации, Шампань)
(Брусиловское наступление, произошло в локации, река Стырь)
(Брусиловское наступление, состоялось после, артподготовка)
(Брусиловское наступление, часть, Первая мировая война)
(Россия, сторона конфликта, Первая мировая война)
(Русская армия, армия принадлежит, Россия)
(Франция, враждовал с, Австро-Венгрия)
(Франция, враждовал с, Германия)
(Эрцгерцог Иосиф Фердинанд, командует армией, австрийская 4-я армия)

(Австро-Венгрия, враждовал с, Россия)
(Алексей Брусилов, командует армией, русская армия)
(Владимир-Волынский, расположена в стране, Украина)
(Восточный фронт, расположен в стране, Россия)
(Гинденбург, командует армией, австро-венгерская армия)
(Западный фронт, расположен в стране, Франция)
(Итальянский фронт, расположен в стране, Италия)
(Карл фон Пфланцер-Балтин, командует армией, австрийская 7-я армия)
(Ковель, расположена в стране, Украина)
(Людендорф, командует армией, австро-венгерская армия)
(австрийская 7-я армия, армия принадлежит, Австро-Венгрия)
(австро-венгерская армия, армия принадлежит, Австро-Венгрия)
(германская армия, армия принадлежит, Германия)
(русская армия, армия принадлежит, Россия)

(9-я армия, армия принадлежит, Германия)
(Барановичи, расположена в стране, Россия)
(Берлин, расположена в стране, Германия)
(Брусилов, командовал, Особая армия)
(Владимир Безобразов, командовал, Особая армия)
(Георг фон дер Марвиц, участвовал в, Событие)
(Ковель, расположена в стране, Украина)
(Особая армия, армия принадлежит, Россия)
(Румыния, враждовал с, Австро-Венгрия)
(Румыния, враждовал с, Германия)
(Румыния, союзник, Великобритания)
(Румыния, союзник, Россия)
(Румыния, союзник, Сербия)
(Румыния, союзник, Франция)
(Русская конница, участвовала в, Военный_конфликт)
(Салоники, расположена в стране, Греция)
(Сербия, враждовал с, Австро-Венгрия)
(Сербия, враждовал с, Германия)
(Сербская армия, армия принадлежит, Сербия)
(Фалькенгайн, командовал армией, 9-я армия)

(Австрия, союзник, Центральные державы)
(Болгария, союзник, Центральные державы)
(Брусилов, командует армией, Россия)
(Бухарест, расположена в стране, Румыния)
(Дунай, расположена в стране, Болгария)
(Молдавия, расположена в стране, Румыния)
(Россия, враждовал с, Центральные державы)
(Румыния, враждовал с, Центральные державы)
(Румынская армия, армия принадлежит, Румыния)
(Салоники, расположена в стране, Греция)
(Трансильвания, расположена в стране, Румыния)
(Трансильванские Альпы, расположена в стране, Румыния)
(Турция, союзник, Центральные державы)
(Франц Иосиф, родился в, 1830)
(Франц Иосиф, состоит в, Австрия)
(Франц Иосиф, состоит в, Австро-Венгерская империя)
(Франц Иосиф, умер в, 1916)
(Центральные державы, использовала технологию, железные дороги)
(Центральные державы, сторона конфликта, Россия)
(Центральные державы, сторона конфликта, Румыния)

(Великобритания, враждовал с, Германия)
(Дэвид Ллойд Джордж, продвигал идею, война до победного конца)
(Дэвид Ллойд Джордж, состоит в, правительство Великобритании)
(Лондон, расположена в стране, Великобритания)
(война до победного конца, движение активно в, Россия)

(Германия, враждовал с, Великобритания)
(Германия, враждовал с, Франция)
(Германия, использовала технологию, подводные лодки)
(Германия, реализовал план, программа Гинденбурга)
(Людендорф, продвигал идею, милитаризация)
(Робер Нивель, командует армией, французская армия)
(Робер Нивель, участвовал в, сражение при Вердене)
(Франция, союзник, Великобритания)
(неограниченная подводная война, сторона конфликта, Германия)
(подводные лодки, использовались для, неограниченная подводная война)
(программа Гинденбурга, план повлиял на страну, Германия)
(сражение при Вердене, произошло в локации, Верден)

(U-29, потопила, три британских линкора)
(Британия, инвестировала в, Америку)
(Британия, испытывала лишения в, турнепсовую зиму 1916/17 годов)
(Вудро Вильсон, призывал к, компромиссному миру)
(Германия, враждовал с, Британией)
(Германия, враждовал с, Соединенными Штатами)
(Германия, использовала технологию, подводные лодки)
(Германия, использовала технологию, торпедирование торговых судов)
(США, поддерживали, союзников)
(США, помогали, военной экономике Франции)
(США, предоставляли, займы)
(Соединенные Штаты, вели торговлю с, Британией)
(Соединенные Штаты, вероятно вступят в, войну)
(Соединенные Штаты, союзник, союзнические державы)

(Британия, сторона конфликта, Военный_конфликт)
(Германия, враждовал с, Британия)
(Германия, использовала технологию, субмарины)
(Германия, использовала технологию, торпеды)
(Германия, использовала технологию, цеппелины)
(Германия, реализовал план, неограниченная подводная война)
(Германия, сторона конфликта, Военный_конфликт)
(Германия, флот управляется, Германия)
(Германия, флот участвовал в, Военный_конфликт)
(Густав Шмоллер, состоит в, Берлинский университет)
(Зеебрюгге, расположена в стране, Бельгия)
(Лузитания, произошло в локации, Британские острова)
(Макс Зеринг, состоит в, Берлинский университет)
(Соединенные Штаты, выразили протест, Германия)
(неограниченная подводная война, план повлиял на страну, Британия)

(Бельгия, враждовал с, Германия)
(Бетман-Гольвег, состоит в, Германия)
(Брест-Литовск, расположена в стране, Беларусь)
(Великобритания, враждовал с, Германия)
(Вильсон, состоит в, США)
(Германия, враждовал с, Бельгия)
(Германия, враждовал с, Великобритания)
(Германия, враждовал с, США)
(Германия, враждовал с, Франция)
(Карл Хелфферих, состоит в, Германия)
(Карл, состоит в, Австро-Венгрия)
(Льеж, расположена в стране, Бельгия)
(США, враждовал с, Германия)
(Франция, враждовал с, Германия)
(Хеннинг фон Хольцендорф, состоит в, Германия)
(Центральные державы, миссия представляла, Австро-Венгрия)
(Центральные державы, миссия представляла, Болгария)
(Центральные державы, миссия представляла, Германия)
(Центральные державы, миссия представляла, Османская империя)
(Центральные державы, миссия участвовала в, переговоры о мире)



(Британия, враждовал с, Германия)
(Британия, использовала технологию, гидрофоны)
(Британия, использовала технологию, глубинные бомбы)
(Британия, использовала технологию, конвои)
(Британия, использовала технологию, эсминцы)
(Военный_конфликт, сторона конфликта, Британия)
(Военный_конфликт, сторона конфликта, Германия)
(Военный_конфликт, сторона конфликта, Соединенные Штаты)
(Германия, использовала технологию, субмарины)
(Соединенные Штаты, союзник, Британия)
(Флот, флот управляется, Британия)
(Флот, флот управляется, Германия)
(Флот, флот участвовал в, Военный_конфликт)
(Эрнст Резерфорд, продвигал идею, использование гидрофонов)
(Эрнст Резерфорд, состоит в, Новая Зеландия)

(Артур Циммерман, послал, телеграмму)
(Британия, имела, финансовые проблемы)
(Британия, субсидировала, Россию)
(Британская морская разведка, следила за, каналом связи)
(Вильсон, объявил войну, Германии)
(Военно-морской флот, помог, усилить блокаду)
(Кредит, был продлен, правительством Соединенных Штатов)
(США, имели, военно-морские силы)
(США, разорвали дипломатические отношения, с Берлином)
(Соединенные Штаты, предоставили, гарантии)
(Соединенные Штаты, спасли, союзников)
(Уильям Холл, скопировал, депешу)

(Авиация, использовала технологию, аэрофотосъемка)
(Авиация, использовала технологию, бипланы)
(Авиация, использовала технологию, однокрылые самолеты)
(Артиллерия, использовала технологию, огневые валы)
(Артиллерия, использовала технологию, телефонные провода)
(Великобритания, сторона конфликта, Военный_конфликт)
(Дуглас Хейг, командовал, британской армией)
(Робер Нивель, командовал, французской армией)
(Соединенные Штаты, вмешательство, Военный_конфликт)
(Танки, использовала технологию, Военный_конфликт)
(Франция, сторона конфликта, Военный_конфликт)
(Центральные державы, сторона конфликта, Военный_конфликт)

(Верден, расположена в стране, Франция)
(Германия, враждовал с, Великобритания)
(Германия, враждовал с, Франция)
(Западный фронт, часть, Военный_конфликт)
(Ипр, расположена в стране, Великобритания)
(Нивель, продвигал идею, тактика взаимодействия всех родов войск и вооружений)
(Нивель, состоит в, Третья республика)
(Операция «Альбрих», произошло в локации, Сомма)
(Операция «Альбрих», произошло в локации, Шменде-Дам)
(Союзники, враждовал с, Германия)
(Союзники, союзник, Великобритания)
(Союзники, союзник, Франция)



(Военный_конфликт, сторона конфликта, Великобритания)
(Военный_конфликт, сторона конфликта, Германия)
(Военный_конфликт, сторона конфликта, Россия)
(Военный_конфликт, сторона конфликта, Франция)
(Жорж Клемансо, продвигал идею, радикал-национализм)
(Жорж Клемансо, состоит в, французское правительство)
(Париж, расположена в стране, Франция)
(Россия, враждовал с, Германия)
(Россия, союзник, Великобритания)
(Россия, союзник, Франция)
(Русская армия, армия принадлежит, Россия)
(Филипп Петен, командует армией, французская армия)
(Филипп Петен, состоит в, французское правительство)
(Франция, враждовал с, Германия)
(Франция, имеет столицу, Париж)
(Франция, потеряла территорию в пользу, Германия)
(Франция, реализовал план, jusqu'au bout)
(Франция, реализовал план, улучшение отпусков)
(Франция, реализовал план, улучшение снабжения)
(Франция, союзник, Великобритания)





(Ленин, миссия представляла, Россия)
(Ленин, миссия участвовала в, Событие)
(Ленин, продвигал идею, Политическое_движение)
(Ленин, состоит в, большевики)
(Политическое_движение, движение активно в, Россия)
(Россия, враждовал с, Германия)
(Россия, реализовал план, Экономический_план)
(большевики, движение активно в, Россия)

(Австро-Венгрия, сторона конфликта, Военный_конфликт)
(Великобритания, союзник, Италия)
(Великобритания, союзник, Франция)
(Великобритания, сторона конфликта, Военный_конфликт)
(Военный_конфликт, произошло в локации, Изонцо)
(Военный_конфликт, произошло в локации, Триест)
(Военный_конфликт, произошло в локации, Фландрия)
(Италия, враждовал с, Австро-Венгрия)
(Италия, использовала технологию, Технология)
(Италия, сторона конфликта, Военный_конфликт)
(Ленин, продвигал идею, Политическое_движение)
(Политическое_движение, движение активно в, Россия)
(Россия, враждовал с, Германия)
(Россия, союзник, Великобритания)
(Россия, союзник, Италия)
(Россия, союзник, Франция)
(Россия, сторона конфликта, Военный_конфликт)
(Франция, союзник, Италия)
(Франция, сторона конфликта, Военный_конфликт)

(2-я армия, армия принадлежит, Великобритания)
(Битва при Мессине, произошло в локации, Мессин)
(Битва при Мессине, сторона конфликта, Великобритания)
(Битва при Мессине, сторона конфликта, Германия)
(Битва при Пашендейле, использовала технологию, артиллерийский обстрел)
(Битва при Пашендейле, использовала технологию, минные камеры)
(Битва при Пашендейле, произошло в локации, Ипр)
(Битва при Пашендейле, произошло в локации, Мессин)
(Битва при Пашендейле, произошло в локации, Пашендаль)
(Битва при Пашендейле, состоялось после, Битва при Мессине)
(Битва при Пашендейле, сторона конфликта, Великобритания)
(Битва при Пашендейле, сторона конфликта, Германия)
(Версаль, расположена в стране, Франция)
(Версальская конференция, произошло в локации, Версаль)
(Герберт Пламер, командует армией, 2-я армия)
(Дэвид Ллойд Джордж, участвовал в переговорах, Версальская конференция)
(Зеебрюгге, расположена в стране, Бельгия)
(Ипр, расположена в стране, Бельгия)
(Ллойд Джордж, состоит в, правительство Великобритании)
(Мессин, расположена в стране, Бельгия)

(Артподготовка, имело следствием, Событие)
(Артподготовка, произошло в локации, Локация)
(Артподготовка, часть, Событие)
(Британцы, враждовал с, Немцы)
(Британцы, сторона конфликта, Страна)
(Германский эксперт по обороне полковник фон Лоссберг, командует армией, Армия)
(Немцы, использовала технологию, Технология)
(Немцы, сторона конфликта, Страна)
(Третий Ипр, произошло в локации, Локация)
(Третий Ипр, часть, Военный_конфликт)

(5-я армия, армия принадлежит, Великобритания)
(Битва при Пашендейле, произошло в локации, Ипрский выступ)
(Битва при Пашендейле, сторона конфликта, Великобритания)
(Битва при Пашендейле, сторона конфликта, Германия)
(Британская армия, использовала технологию, артиллерия)
(Британская армия, использовала технологию, воздушная рекогносцировка)
(Британская армия, использовала технологию, звуковая разведка)
(Британская армия, использовала технологию, ползущий огневой вал)
(Британская армия, сторона конфликта, Великобритания)
(Германская армия, использовала технологию, артиллерия)
(Германская армия, сторона конфликта, Германия)
(Хьюберт Гоф, командует армией, 5-я армия)





(Контрудар при Камбре, использовала технологию, артобстрел)
(Контрудар при Камбре, использовала технологию, штурмовой батальон)
(Контрудар при Камбре, сторона конфликта, Германия)
(Контрудар при Камбре, сторона конфликта, Россия)
(Немецкие артиллеристы, использовали технологию, коробочный заградительный огонь)
(Немецкие артиллеристы, использовали технологию, легкие пулеметы)
(Немецкие артиллеристы, использовали технологию, методы ведения огня)
(Немецкие артиллеристы, использовали технологию, огнеметы)
(Немецкие артиллеристы, использовали технологию, штурмовой батальон)
(Событие, использовала технологию, артобстрел)
(Событие, использовала технологию, коробочный заградительный огонь)
(Событие, использовала технологию, штурмовой батальон)
(Событие, произошло в локации, Рига)
(Событие, сторона конфликта, Германия)
(Событие, сторона конфликта, Россия)
(Событие, часть, контрудар при Камбре)

(Италия, враждовал с, Австро-Венгрия)
(Италия, потеряла территорию в пользу, Австро-Венгрия)
(Италия, провела сражение, Одиннадцатое сражение на Изонцо)
(Италия, провела сражение, Сражение на реке Изонцо)
(Италия, реализовал план, Монумент Неизвестному солдату)
(Италия, союзник, Великобритания)
(Италия, союзник, Россия)
(Италия, союзник, Франция)
(Итальянская армия, армия принадлежит, Италия)
(Луиджи Кадорна, командует армией, Итальянская армия)
(Луиджи Кадорна, состоит в, Итальянская армия)
(Монумент Неизвестному солдату, план повлиял на страну, Италия)
(Одиннадцатое сражение на Изонцо, произошло в локации, плато Байнсицца)
(Сражение на реке Изонцо, произошло в локации, река Изонцо)
(плато Байнсицца, расположена в стране, Словения)
(река Изонцо, расположена в стране, Словения)

(14-я германская армия, армия принадлежит, Германия)
(Австрийская армия, армия принадлежит, Австро-Венгрия)
(Австро-Венгрия, союзник, Германия)
(Германия, союзник, Австро-Венгрия)
(Изонцо, расположена в стране, Италия)
(Итальянская армия, армия принадлежит, Италия)
(Отто фон Белов, командует армией, 14-я германская армия)
(Плато Байнсицца, расположена в стране, Италия)
(Тольмейна, расположена в стране, Италия)
(Удине, расположена в стране, Италия)
(Фердинанд Шернер, состоит в, 14-я германская армия)
(Центральные державы, сторона конфликта, Австро-Венгрия)
(Центральные державы, сторона конфликта, Германия)
(Эрвин Роммель, состоит в, 14-я германская армия)

(Австро-Венгрия, союзник, Германия)
(Германия, союзник, Австро-Венгрия)
(Италия, враждовал с, Австро-Венгрия)
(Италия, враждовал с, Германия)
(Италия, враждовал с, Центральные державы)
(Капелло, командует армией, 2-я армия)
(Капоретто, расположена в стране, Италия)
(Пьетро Бадольо, командует армией, 2-я армия)
(Рихард фон Берендт, командует армией, артиллерия)
(Флитш, расположена в стране, Италия)
(Центральные державы, использовала технологию, газ)
(Центральные державы, использовала технологию, минометы)
(Центральные державы, использовала технологию, фугасные снаряды)
(Центральные державы, сторона конфликта, Австро-Венгрия)
(Центральные державы, сторона конфликта, Германия)
(Центральные державы, сторона конфликта, Италия)

(Вюртембергский батальон, армия принадлежит, Германия)
(Итальянский корпус, армия принадлежит, Италия)
(Капоретто, расположена в стране, Италия)
(Сражение под Капоретто, произошло в локации, Капоретто)
(Сражение под Капоретто, часть, Военный_конфликт)
(Тольмейно, расположена в стране, Италия)
(Центральные державы, сторона конфликта, Военный_конфликт)
(Эрвин Роммель, воевал против, Италия)
(Эрвин Роммель, командует армией, Вюртембергский батальон)
(Эрвин Роммель, участвовал в, Сражение под Капоретто)

(2-я армия, армия принадлежит, Италия)
(3-я армия, армия принадлежит, Италия)
(Битва при Капоретто, произошло в локации, Фриулианская равнина)
(Верона, расположена в стране, Италия)
(Герцог Аоста, командует армией, 3-я армия)
(Италия, враждовал с, Австро-Венгрия)
(Италия, враждовал с, Германия)
(Луиджи Кадорна, командует армией, 2-я армия)
(Падуя, расположена в стране, Италия)
(Эрвин Роммель, воевал против, Италия)

(Австрия, враждовал с, Италия)
(Австрия, сторона конфликта, Военный_конфликт)
(Армандо Диац, командует армией, Итальянская армия)
(Британская армия, армия принадлежит, Великобритания)
(Британская армия, сторона конфликта, Военный_конфликт)
(Германия, враждовал с, Италия)
(Германия, сторона конфликта, Военный_конфликт)
(Западный фронт, расположена в стране, Франция)
(Италия, сторона конфликта, Военный_конфликт)
(Итальянская армия, армия принадлежит, Италия)
(Наступление при Капоретто, произошло в локации, Капоретто)
(Наступление при Капоретто, часть, Военный_конфликт)
(Отто фон Белов, воевал против, Италия)
(Россия, враждовал с, Австрия)
(Россия, враждовал с, Германия)
(Россия, заключил мир с, Австрия)
(Россия, заключил мир с, Германия)
(Россия, сторона конфликта, Военный_конфликт)
(Французская армия, армия принадлежит, Франция)
(Французская армия, сторона конфликта, Военный_конфликт)

(Австрия, враждовал с, Россия)
(Австрия, союзник, Германия)
(Большевики, возглавил делегацию, Событие)
(Большевики, участвовал в переговорах, Событие)
(Брест-Литовск, расположена в стране, Германия)
(Германия, враждовал с, Россия)
(Германия, использовала технологию, Пропаганда)
(Германия, подписал договор, Украина)
(Германия, потеряла территорию в пользу, Украина)
(Германия, союзник, Австрия)
(Германская армия, армия принадлежит, Германия)
(Россия, враждовал с, Австрия)
(Россия, враждовал с, Германия)
(Россия, враждовал с, Украина)
(Троцкий, участвовал в переговорах, Событие)
(Украина, враждовал с, Россия)
(Украина, союзник, Германия)
(Центральные державы, сторона конфликта, Австрия)
(Центральные державы, сторона конфликта, Германия)
(Центральные державы, сторона конфликта, Украина)



(Битва под Ригой, сторона конфликта, Германия)
(Битва при Камбре, сторона конфликта, Германия)
(Битва при Капоретто, сторона конфликта, Германия)
(Брест-Литовск, расположена в стране, Беларусь)
(Брест-Литовский мир, проводился в, Брест-Литовск)
(Вильсон, продвигал идею, Четырнадцать пунктов)
(Георг фон де Марвиц, командует армией, Германия)
(Германия, враждовал с, Британия)
(Германия, враждовал с, США)
(Германия, враждовал с, Франция)
(Кюльман, состоит в, Германия)
(Кюльман, участвовал в переговорах, Брест-Литовский мир)
(Ллойд Джордж, воевал против, Германия)
(Ллойд Джордж, состоит в, Британия)
(Оскар фон Гутьер, командует армией, Германия)
(Отто фон Белов, командует армией, Германия)
(Пауль фон Хинце, командует армией, Германия)
(Пауль фон Хинце, состоит в, Германия)
(Франция, союзник, Британия)
(Четырнадцать пунктов, движение активно в, США)

(Битва при Капоретто, произошло в локации, Капоретто)
(Битва при Капоретто, сторона конфликта, Германия)
(Битва при Капоретто, сторона конфликта, Италия)
(Битва при Сомме, произошло в локации, Сомма)
(Битва при Сомме, сторона конфликта, Великобритания)
(Битва при Сомме, сторона конфликта, Германия)
(Битва при Сомме, сторона конфликта, Франция)
(Британская 5-я армия, армия принадлежит, Великобритания)
(Британская армия, армия принадлежит, Великобритания)
(Генри Гоф, командует армией, британская 5-я армия)
(Германия, враждовал с, Великобритания)
(Германия, враждовал с, Россия)
(Германия, враждовал с, Франция)
(Германия, использовала технологию, совместные действия пехоты и артиллерии)
(Наступательная кампания Людендорфа, сторона конфликта, Германия)
(Отто фон Белов, воевал против, Великобритания)
(Отто фон Белов, воевал против, Италия)
(Отто фон Белов, воевал против, Франция)
(Отто фон Белов, командует армией, немецкая армия)
(Французская армия, армия принадлежит, Франция)

(Армия, армия принадлежит, Германия)
(Великобритания, враждовал с, Германия)
(Великобритания, сторона конфликта, Военный_конфликт)
(Германия, сторона конфликта, Военный_конфликт)
(Гитлер, воевал против, Великобритания)
(Гитлер, состоит в, Армия)
(Гоф, воевал против, Германия)
(Западный фронт, расположена в стране, Франция)
(Людендорф, использовала технологию, гранаты)
(Людендорф, использовала технологию, легкие пулеметы)
(Людендорф, командует армией, Армия)
(Пашендаль, произошло в локации, Локация)

(Бельгия, дорога использовалась для, Военный_конфликт)
(Бинг, командует армией, британская 3-я армия)
(Британская 3-я армия, армия принадлежит, Великобритания)
(Британская 5-я армия, армия принадлежит, Великобритания)
(Германия, использовала технологию, stosstrupps)
(Германия, использовала технологию, авиация)
(Германия, использовала технологию, минометы)
(Германия, использовала технологию, однокрылые самолеты)
(Германия, использовала технологию, орудия)
(Германия, использовала технологию, отравляющие газы)
(Германия, использовала технологию, раздражающий газ)
(Германская армия, армия принадлежит, Германия)
(Гоф, командует армией, британская 5-я армия)
(Наступление, произошло в локации, Аррас)
(Наступление, произошло в локации, Ла-Фер)
(Наступление, произошло в локации, Сен-Кантен)
(Наступление, сторона конфликта, Великобритания)
(Наступление, сторона конфликта, Германия)



(Фердинанд Фош, воевал против, Германия)
(Фердинанд Фош, возглавил делегацию, переговоры с британцами)
(Фердинанд Фош, диктовал стратегию, британская армия)
(Фердинанд Фош, диктовал стратегию, французская армия)
(Фердинанд Фош, завоевал доверие, британская армия)
(Фердинанд Фош, завоевал доверие, генералы)
(Фердинанд Фош, завоевал доверие, командующие)
(Фердинанд Фош, завоевал доверие, резервы)
(Фердинанд Фош, завоевал доверие, союзники)
(Фердинанд Фош, завоевал доверие, французская армия)
(Фердинанд Фош, командует армией, британская армия)
(Фердинанд Фош, командует армией, французская армия)
(Фердинанд Фош, контролировал резервы, британская армия)
(Фердинанд Фош, контролировал резервы, французская армия)
(Фердинанд Фош, подписал договор, соглашение о сотрудничестве)
(Фердинанд Фош, продвигал идею, сотрудничество с британцами)
(Фердинанд Фош, состоит в, британская армия)
(Фердинанд Фош, состоит в, французская армия)
(Фердинанд Фош, участвовал в переговорах, переговоры с британцами)
(Фердинанд Фош, учился на ошибках, после Марны)

(Австро-Венгрия, враждовал с, Франция)
(Австро-Венгрия, союзник, Германия)
(Германия, враждовал с, Великобритания)
(Германия, враждовал с, Португалия)
(Германия, враждовал с, Франция)
(Германия, использовала технологию, военное производство по программе Гинденбурга)
(Германия, одержала победу в, битва на Лисе)
(Людендорф, командовал армией, немецкая армия)
(Хейг, командовал армией, британская армия)
(битва на Лисе, произошло в локации, река Лис)
(битва на Лисе, сторона конфликта, Великобритания)
(битва на Лисе, сторона конфликта, Германия)
(битва на Лисе, сторона конфликта, Португалия)
(битва на Лисе, сторона конфликта, Франция)
(британская армия, армия принадлежит, Великобритания)
(железная дорога, дорога использовалась для, битва на Лисе)
(железная дорога, дорога построена, Великобритания)
(немецкая армия, армия принадлежит, Германия)
(река Лис, расположена в стране, Бельгия)
(река Лис, расположена в стране, Франция)

(Великобритания, сторона конфликта, Сражение на Марне)
(Германия, сторона конфликта, Сражение на Марне)
(Германская 7-я армия, армия принадлежит, Германия)
(Дени Огюст Дюшен, командует армией, Французская армия)
(Железная дорога, дорога использовалась для, Сражение на Марне)
(США, сторона конфликта, Сражение на Марне)
(Сражение на Марне, произошло в локации, река Марна)
(Сражение при Белло-Вуде, произошло в локации, Белло-Вуд)
(Сражение при Белло-Вуде, часть, Сражение на Марне)
